,City,Colors Reported,Shape Reported,State,Time,Location
5270,Alvordon,RED,LIGHT,OH,6/30/1985 22:00,"Alvordon , OH"
5271,San Diego,,LIGHT,CA,6/30/1985 22:45,"San Diego , CA"
5272,Sterling,,CIRCLE,VA,6/30/1985 23:00,"Sterling , VA"
5273,I don't know,ORANGE,SPHERE,MO,6/30/1985 23:30,"I don't know , MO"
5274,Los Alamitos,,VARIOUS,CA,7/1/1985 19:00,"Los Alamitos , CA"
5275,Marysville,,,WA,7/1/1985 20:30,"Marysville , WA"
5276,Great Neck,,RECTANGLE,NY,7/1/1985 22:00,"Great Neck , NY"
5277,Magnolia,,EGG,NJ,7/1/1985 22:00,"Magnolia , NJ"
5278,Golden Pond,,CIGAR,KY,7/4/1985 15:00,"Golden Pond , KY"
5279,Hardy,,TRIANGLE,AR,7/4/1985 21:00,"Hardy , AR"
5280,Peekskill,ORANGE,TRIANGLE,NY,7/5/1985 21:00,"Peekskill , NY"
5281,Yosemite National Park,,LIGHT,CA,7/5/1985 21:30,"Yosemite National Park , CA"
5282,Kona,GREEN,TRIANGLE,HI,7/6/1985 4:00,"Kona , HI"
5283,Presidio,,OTHER,TX,7/7/1985 21:00,"Presidio , TX"
5284,Eatonton,,FORMATION,GA,7/7/1985 23:00,"Eatonton , GA"
5285,Yosemite Forest,,EGG,CA,7/7/1985 23:30,"Yosemite Forest , CA"
5286,Flint,,TRIANGLE,MI,7/10/1985 18:30,"Flint , MI"
5287,Plant City,,TRIANGLE,FL,7/10/1985 22:00,"Plant City , FL"
5288,Haledon,,CHEVRON,NJ,7/13/1985 22:00,"Haledon , NJ"
5289,Carlsbad,,LIGHT,NM,7/14/1985 23:00,"Carlsbad , NM"
5290,Greenville,,DISK,VA,7/15/1985 7:15,"Greenville , VA"
5291,Phoenix,,SPHERE,AZ,7/15/1985 13:00,"Phoenix , AZ"
5292,Belle Chasse,,OTHER,LA,7/15/1985 20:30,"Belle Chasse , LA"
5293,Birch Bay,,DISK,WA,7/15/1985 21:00,"Birch Bay , WA"
5294,Holmdel,,VARIOUS,NJ,7/15/1985 21:30,"Holmdel , NJ"
5295,Trumbull,RED,,CT,7/15/1985 21:30,"Trumbull , CT"
5296,Georgetown,,TRIANGLE,TX,7/15/1985 23:00,"Georgetown , TX"
5297,Georgetown,GREEN,TRIANGLE,TX,7/15/1985 23:00,"Georgetown , TX"
5298,Griffith,,OTHER,IN,7/16/1985 21:00,"Griffith , IN"
5299,Copalis Beach,,DISK,WA,7/19/1985 22:30,"Copalis Beach , WA"
5300,Ironton,,LIGHT,MO,7/20/1985 23:00,"Ironton , MO"
5301,Concord,RED GREEN,OVAL,CA,7/21/1985 21:00,"Concord , CA"
5302,Mercer Island,,DIAMOND,WA,7/23/1985 0:00,"Mercer Island , WA"
5303,Del Rio,,DIAMOND,TX,7/24/1985 21:00,"Del Rio , TX"
5304,Arlington,,CIGAR,TX,7/28/1985 3:15,"Arlington , TX"
5305,Woodside,,CIRCLE,CA,7/30/1985 23:45,"Woodside , CA"
5306,San Carlos,,LIGHT,CA,7/31/1985 22:30,"San Carlos , CA"
5307,Cimarron,,CIRCLE,NM,8/1/1985 1:00,"Cimarron , NM"
5308,Alexandria,,TRIANGLE,MN,8/1/1985 13:00,"Alexandria , MN"
5309,Black Diamond,,OTHER,WA,8/1/1985 20:00,"Black Diamond , WA"
5310,Wilburton,,OTHER,OK,8/1/1985 22:00,"Wilburton , OK"
5311,Kirkland,,LIGHT,IL,8/10/1985 22:00,"Kirkland , IL"
5312,North Tonawanda,,DISK,NY,8/12/1985 0:42,"North Tonawanda , NY"
5313,Sagamore Hills,,RECTANGLE,OH,8/15/1985 2:00,"Sagamore Hills , OH"
5314,Arlington,,TRIANGLE,WA,8/15/1985 3:00,"Arlington , WA"
5315,Winnemucca,,OTHER,NV,8/15/1985 12:00,"Winnemucca , NV"
5316,Ramona,,FORMATION,CA,8/15/1985 13:00,"Ramona , CA"
5317,Eau Claire,,CIGAR,WI,8/15/1985 20:00,"Eau Claire , WI"
5318,South Nags Head,,TRIANGLE,NC,8/15/1985 20:00,"South Nags Head , NC"
5319,Houston,GREEN,TRIANGLE,TX,8/15/1985 21:30,"Houston , TX"
5320,Garden City,,CIRCLE,SC,8/15/1985 23:00,"Garden City , SC"
5321,Columbia,,OTHER,AL,8/16/1985 19:00,"Columbia , AL"
5322,Levittown,RED,TRIANGLE,PA,8/20/1985 0:00,"Levittown , PA"
5323,Tarryall Reservoir,,SPHERE,CO,8/20/1985 1:00,"Tarryall Reservoir , CO"
5324,Hamilton,,OVAL,OH,8/20/1985 19:30,"Hamilton , OH"
5325,Kelseyville,,LIGHT,CA,8/20/1985 21:00,"Kelseyville , CA"
5326,Friendship,,RECTANGLE,NY,8/20/1985 22:00,"Friendship , NY"
5327,Mechanics Town,,DISK,NY,8/24/1985 0:00,"Mechanics Town , NY"
5328,Allenspark,,LIGHT,CO,8/25/1985 22:30,"Allenspark , CO"
5329,Rockland,,DISK,NY,9/1/1985 9:00,"Rockland , NY"
5330,Pendleton,,RECTANGLE,OR,9/1/1985 13:30,"Pendleton , OR"
5331,Waterbury,,OVAL,CT,9/1/1985 19:00,"Waterbury , CT"
5332,Wappingers Falls,,FORMATION,NY,9/1/1985 21:00,"Wappingers Falls , NY"
5333,Juneau,,CIRCLE,AK,9/5/1985 1:30,"Juneau , AK"
5334,Rutland,,TRIANGLE,VT,9/5/1985 2:15,"Rutland , VT"
5335,Kaunakakai,,EGG,HI,9/12/1985 16:10,"Kaunakakai , HI"
5336,La Veta,,CIRCLE,CO,9/12/1985 23:43,"La Veta , CO"
5337,Downingtown,,DISK,PA,9/14/1985 22:00,"Downingtown , PA"
5338,Beacon Falls,,LIGHT,CT,9/15/1985 19:00,"Beacon Falls , CT"
5339,Annandale,,OVAL,NY,9/15/1985 21:15,"Annandale , NY"
5340,Green River,,LIGHT,WY,9/15/1985 23:00,"Green River , WY"
5341,Coconut Creek,,DISK,FL,9/20/1985 16:00,"Coconut Creek , FL"
5342,Austin,,CHEVRON,TX,9/26/1985 21:25,"Austin , TX"
5343,Sparta,,CIRCLE,WI,9/28/1985 18:30,"Sparta , WI"
5344,Amherst,,RECTANGLE,MA,9/30/1985 6:00,"Amherst , MA"
5345,Brandon,,TRIANGLE,FL,10/1/1985 0:00,"Brandon , FL"
5346,Holton,,LIGHT,MI,10/1/1985 5:30,"Holton , MI"
5347,Monroe,,SPHERE,NC,10/1/1985 5:30,"Monroe , NC"
5348,Jefferson,,TRIANGLE,OH,10/1/1985 21:30,"Jefferson , OH"
5349,Santa Margarita,,OTHER,CA,10/1/1985 21:30,"Santa Margarita , CA"
5350,Lawrence,,SPHERE,KS,10/1/1985 22:45,"Lawrence , KS"
5351,Swansboro,,DISK,NC,10/12/1985 23:45,"Swansboro , NC"
5352,San Ramon,,DISK,CA,10/15/1985 0:00,"San Ramon , CA"
5353,Cleveland,,DIAMOND,OH,10/15/1985 7:00,"Cleveland , OH"
5354,Hixson,ORANGE,OTHER,TN,10/15/1985 19:00,"Hixson , TN"
5355,Hartford city,,TRIANGLE,IN,10/15/1985 20:00,"Hartford city , IN"
5356,Camden,,DISK,SC,10/15/1985 22:00,"Camden , SC"
5357,Throop,,OVAL,PA,10/20/1985 5:00,"Throop , PA"
5358,Moorestown,,OVAL,NJ,10/20/1985 19:00,"Moorestown , NJ"
5359,New York City,,SPHERE,NY,10/22/1985 20:00,"New York City , NY"
5360,Hawthorne,,TRIANGLE,CA,10/25/1985 1:00,"Hawthorne , CA"
5361,North Hollywood,,SPHERE,CA,10/25/1985 22:00,"North Hollywood , CA"
5362,New York City,,DISK,NY,10/31/1985 20:30,"New York City , NY"
5363,Plan,,TRIANGLE,TX,11/1/1985 20:00,"Plan , TX"
5364,Patterson,,CIGAR,NY,11/2/1985 1:00,"Patterson , NY"
5365,Lou  Costello Recreation Center,,CIRCLE,CA,11/10/1985 19:00,"Lou  Costello Recreation Center , CA"
5366,Sacramento,,FORMATION,CA,11/13/1985 20:00,"Sacramento , CA"
5367,Vernon Valley,,OTHER,NJ,11/15/1985 20:30,"Vernon Valley , NJ"
5368,South Milwaukee,,LIGHT,WI,11/20/1985 0:00,"South Milwaukee , WI"
5369,Cedar Grove,GREEN,SPHERE,WI,11/20/1985 4:18,"Cedar Grove , WI"
5370,Big Cane,GREEN,LIGHT,LA,11/20/1985 22:30,"Big Cane , LA"
5371,Edna,,,TX,11/25/1985 0:00,"Edna , TX"
5372,Eatonton,,DISK,GA,11/26/1985 4:30,"Eatonton , GA"
5373,Monterey Bay Area,,FORMATION,CA,12/1/1985 14:00,"Monterey Bay Area , CA"
5374,Walden,,OVAL,NY,12/3/1985 18:15,"Walden , NY"
5375,Manaus-Amazonas,,EGG,AL,12/5/1985 5:00,"Manaus-Amazonas , AL"
5376,Auburn,,,AL,12/15/1985 17:30,"Auburn , AL"
5377,Savannah,RED GREEN BLUE,TRIANGLE,GA,12/15/1985 23:00,"Savannah , GA"
5378,Buckner,,TRIANGLE,MO,12/16/1985 18:00,"Buckner , MO"
5379,Vallejo,,TRIANGLE,CA,12/16/1985 19:00,"Vallejo , CA"
5380,West Yarmouth,,DIAMOND,MA,12/20/1985 22:00,"West Yarmouth , MA"
5381,Ridgefield,,CIRCLE,CT,12/25/1985 22:00,"Ridgefield , CT"
5382,Crestwood,,OVAL,KY,1/1/1986 3:00,"Crestwood , KY"
5383,South Yarmouth,,CIRCLE,MA,1/15/1986 22:00,"South Yarmouth , MA"
5384,Lido Beach,,CIRCLE,NY,1/16/1986 9:10,"Lido Beach , NY"
5385,NASA,,OVAL,FL,1/28/1986 0:00,"NASA , FL"
5386,Clarkton,,CIGAR,NC,1/28/1986 13:00,"Clarkton , NC"
5387,Old Fort,,RECTANGLE,NC,1/29/1986 20:00,"Old Fort , NC"
5388,Victor,,CIRCLE,MT,1/29/1986 21:30,"Victor , MT"
5389,Van Nuys,,CONE,CA,2/6/1986 2:05,"Van Nuys , CA"
5390,Fort Leonard Wood,,FORMATION,MO,2/12/1986 16:00,"Fort Leonard Wood , MO"
5391,Mercedes,,OVAL,TX,2/14/1986 8:15,"Mercedes , TX"
5392,Los Gatos,,DISK,CA,2/15/1986 17:00,"Los Gatos , CA"
5393,West Palm Beach,,TRIANGLE,FL,2/15/1986 21:00,"West Palm Beach , FL"
5394,Portsmouth,,OTHER,VA,2/22/1986 21:00,"Portsmouth , VA"
5395,Nevada,,CIRCLE,NV,2/25/1986 22:00,"Nevada , NV"
5396,Victor,,CIRCLE,MT,2/28/1986 6:00,"Victor , MT"
5397,Middle Smithfield Township,,TRIANGLE,PA,3/10/1986 0:45,"Middle Smithfield Township , PA"
5398,Delray Beach,,DISK,FL,3/15/1986 0:00,"Delray Beach , FL"
5399,St. Petersburg,,,FL,3/15/1986 10:30,"St. Petersburg , FL"
5400,Midway,,LIGHT,GA,3/15/1986 15:40,"Midway , GA"
5401,Los Angeles,,TRIANGLE,CA,3/25/1986 7:45,"Los Angeles , CA"
5402,Alamo,,RECTANGLE,NV,3/29/1986 19:30,"Alamo , NV"
5403,Chicago,,SPHERE,IL,4/1/1986 14:30,"Chicago , IL"
5404,Red Lodge,,,MT,4/1/1986 22:00,"Red Lodge , MT"
5405,Brownsville,,DISK,TX,4/1/1986 22:15,"Brownsville , TX"
5406,Mt. Gilead,,OVAL,OH,4/2/1986 21:30,"Mt. Gilead , OH"
5407,Knoxville,,RECTANGLE,TN,4/4/1986 23:00,"Knoxville , TN"
5408,Palm Springs,,DISK,CA,4/10/1986 12:00,"Palm Springs , CA"
5409,Oak Lawn,,OTHER,IL,4/12/1986 13:00,"Oak Lawn , IL"
5410,Julian,RED BLUE,OTHER,CA,4/15/1986 0:30,"Julian , CA"
5411,Lubbock,,OTHER,TX,4/15/1986 15:00,"Lubbock , TX"
5412,Hayward,,DISK,CA,4/15/1986 17:00,"Hayward , CA"
5413,Lafayette,,LIGHT,LA,4/15/1986 21:50,"Lafayette , LA"
5414,Marysville,,,CA,4/21/1986 18:30,"Marysville , CA"
5415,Bensalem,,FORMATION,PA,5/1/1986 19:00,"Bensalem , PA"
5416,Jefferson,,SPHERE,CO,5/1/1986 19:00,"Jefferson , CO"
5417,Vine Grove,,OVAL,KY,5/1/1986 21:00,"Vine Grove , KY"
5418,Fortuna,,TRIANGLE,CA,5/4/1986 12:30,"Fortuna , CA"
5419,Crab Orchard,BLUE,LIGHT,KY,5/10/1986 21:30,"Crab Orchard , KY"
5420,Dade City,,TRIANGLE,FL,5/12/1986 20:45,"Dade City , FL"
5421,Midwest City,,,OK,5/15/1986 2:00,"Midwest City , OK"
5422,Jefferson,RED,SPHERE,CO,5/15/1986 8:00,"Jefferson , CO"
5423,New York City,,CHEVRON,NY,5/15/1986 17:40,"New York City , NY"
5424,Tompkinsville,,TRIANGLE,KY,5/15/1986 22:00,"Tompkinsville , KY"
5425,Trimmer,,VARIOUS,CA,5/18/1986 20:30,"Trimmer , CA"
5426,Adak,,LIGHT,AK,6/1/1986 0:00,"Adak , AK"
5427,South Windsor,,CIRCLE,CT,6/1/1986 0:00,"South Windsor , CT"
5428,Euclid,,OTHER,OH,6/1/1986 1:00,"Euclid , OH"
5429,Atlanta,ORANGE,SPHERE,GA,6/1/1986 2:00,"Atlanta , GA"
5430,Schertz,,OVAL,TX,6/1/1986 3:00,"Schertz , TX"
5431,Plainview,,EGG,TX,6/1/1986 5:00,"Plainview , TX"
5432,Los Angeles,,TRIANGLE,CA,6/1/1986 12:00,"Los Angeles , CA"
5433,Flint,,,MI,6/1/1986 19:00,"Flint , MI"
5434,Greenbelt,,,MD,6/1/1986 19:00,"Greenbelt , MD"
5435,New York City,,TRIANGLE,NY,6/1/1986 19:00,"New York City , NY"
5436,Port Isable,,CIRCLE,TX,6/1/1986 20:00,"Port Isable , TX"
5437,Milpitas,,LIGHT,CA,6/1/1986 22:00,"Milpitas , CA"
5438,Tawas City,,TRIANGLE,MI,6/1/1986 22:00,"Tawas City , MI"
5439,Jay,,,FL,6/1/1986 23:00,"Jay , FL"
5440,Memphis,,TRIANGLE,TN,6/1/1986 23:00,"Memphis , TN"
5441,New Orleans,,LIGHT,LA,6/1/1986 23:00,"New Orleans , LA"
5442,Brooksville,,OTHER,FL,6/6/1986 1:00,"Brooksville , FL"
5443,St. Louis,,,MO,6/6/1986 16:30,"St. Louis , MO"
5444,Panama City,,OTHER,FL,6/7/1986 19:00,"Panama City , FL"
5445,Conroe,,DISK,TX,6/7/1986 22:00,"Conroe , TX"
5446,Louisville,,CIGAR,KY,6/9/1986 16:00,"Louisville , KY"
5447,Severn,,TRIANGLE,MD,6/10/1986 21:00,"Severn , MD"
5448,Colorado Springs,,SPHERE,CO,6/14/1986 18:30,"Colorado Springs , CO"
5449,Allegan,,OTHER,MI,6/14/1986 19:00,"Allegan , MI"
5450,New Rochelle,RED,TRIANGLE,NY,6/14/1986 20:00,"New Rochelle , NY"
5451,Fairdale,,,WV,6/15/1986 0:00,"Fairdale , WV"
5452,Gary,,OTHER,IN,6/15/1986 3:00,"Gary , IN"
5453,Chilton,,TRIANGLE,WI,6/15/1986 13:00,"Chilton , WI"
5454,Milan,,DISK,OH,6/15/1986 16:00,"Milan , OH"
5455,Princeton,,OTHER,SC,6/15/1986 21:00,"Princeton , SC"
5456,Ontario,,OTHER,CA,6/15/1986 22:30,"Ontario , CA"
5457,Gary,GREEN,,IN,6/15/1986 23:30,"Gary , IN"
5458,Tucson,,FIREBALL,AZ,6/20/1986 17:30,"Tucson , AZ"
5459,Teller,RED GREEN,OVAL,AK,6/20/1986 23:30,"Teller , AK"
5460,Kentucy Lake  area,,TRIANGLE,KY,6/21/1986 0:00,"Kentucy Lake  area , KY"
5461,Shelton,,CIRCLE,WA,6/25/1986 3:15,"Shelton , WA"
5462,Tampa,,LIGHT,FL,6/29/1986 1:30,"Tampa , FL"
5463,Jonesboro,,DISK,AR,6/30/1986 12:00,"Jonesboro , AR"
5464,Seattle,,OTHER,WA,6/30/1986 14:00,"Seattle , WA"
5465,Glidden,,DISK,IA,7/1/1986 16:00,"Glidden , IA"
5466,Nevada City,,DISK,CA,7/1/1986 19:00,"Nevada City , CA"
5467,Fairfield,,CIGAR,IA,7/2/1986 20:00,"Fairfield , IA"
5468,Louisville,,CIRCLE,KY,7/4/1986 22:00,"Louisville , KY"
5469,Lincoln,,LIGHT,NE,7/4/1986 23:30,"Lincoln , NE"
5470,Bayside,,DIAMOND,NY,7/5/1986 21:00,"Bayside , NY"
5471,Waynesburg,,DIAMOND,PA,7/13/1986 17:00,"Waynesburg , PA"
5472,Phoenix,,FIREBALL,AZ,7/13/1986 18:00,"Phoenix , AZ"
5473,Chicago,,OVAL,IL,7/15/1986 3:00,"Chicago , IL"
5474,Las Vegas,,VARIOUS,NM,7/15/1986 7:30,"Las Vegas , NM"
5475,Lake Elsinore,,DISK,CA,7/15/1986 11:00,"Lake Elsinore , CA"
5476,Palos Verdes Peninsula,,RECTANGLE,CA,7/15/1986 17:30,"Palos Verdes Peninsula , CA"
5477,Albuquerque,,CHEVRON,NM,7/15/1986 19:30,"Albuquerque , NM"
5478,Smith,RED,,KY,7/15/1986 21:00,"Smith , KY"
5479,East Sparta,,OTHER,OH,7/15/1986 22:00,"East Sparta , OH"
5480,Pecos,,OTHER,NM,7/15/1986 22:00,"Pecos , NM"
5481,Tucson,,LIGHT,AZ,7/20/1986 1:00,"Tucson , AZ"
5482,San Marcos,RED YELLOW BLUE,RECTANGLE,TX,7/20/1986 3:30,"San Marcos , TX"
5483,New Haven,,TRIANGLE,CT,7/20/1986 23:30,"New Haven , CT"
5484,Apple Valley,,TRIANGLE,CA,7/23/1986 19:00,"Apple Valley , CA"
5485,Austin,,OVAL,TX,7/30/1986 16:00,"Austin , TX"
5486,Kingwood,,DIAMOND,TX,7/31/1986 21:00,"Kingwood , TX"
5487,Lawton,,DIAMOND,MI,8/1/1986 0:00,"Lawton , MI"
5488,Page,,SPHERE,AZ,8/1/1986 0:00,"Page , AZ"
5489,Lubbock,,RECTANGLE,TX,8/1/1986 15:00,"Lubbock , TX"
5490,Marcellus,,TRIANGLE,MI,8/1/1986 20:00,"Marcellus , MI"
5491,Jamestown,,TRIANGLE,OH,8/1/1986 22:00,"Jamestown , OH"
5492,Bankson Lake,,TRIANGLE,MI,8/1/1986 22:30,"Bankson Lake , MI"
5493,Tuolumne,RED,DISK,CA,8/2/1986 23:00,"Tuolumne , CA"
5494,Harrisonburg,,,LA,8/4/1986 0:00,"Harrisonburg , LA"
5495,Hutchinson,,TRIANGLE,KS,8/6/1986 2:00,"Hutchinson , KS"
5496,Girard,,FIREBALL,OH,8/8/1986 1:30,"Girard , OH"
5497,Russells Point,,TRIANGLE,OH,8/13/1986 23:00,"Russells Point , OH"
5498,Inez,,CHEVRON,KY,8/14/1986 11:55,"Inez , KY"
5499,Ogden,,CIGAR,UT,8/15/1986 13:30,"Ogden , UT"
5500,Spokane,,TRIANGLE,WA,8/15/1986 18:00,"Spokane , WA"
5501,Stillwater,,,OK,8/15/1986 21:30,"Stillwater , OK"
5502,Seattle,RED,DISK,WA,8/15/1986 22:00,"Seattle , WA"
5503,Newberg,,TRIANGLE,OR,8/15/1986 23:25,"Newberg , OR"
5504,Decatur,,SPHERE,IN,8/15/1986 23:55,"Decatur , IN"
5505,Del Rio,,TRIANGLE,TX,8/16/1986 21:00,"Del Rio , TX"
5506,Myrtle Beach,,SPHERE,SC,8/20/1986 0:30,"Myrtle Beach , SC"
5507,Anchorage,,DISK,AK,8/20/1986 2:00,"Anchorage , AK"
5508,Eldon,RED,OTHER,MO,8/20/1986 22:00,"Eldon , MO"
5509,Danville,,TRIANGLE,VA,8/24/1986 0:00,"Danville , VA"
5510,Maysville,,TRIANGLE,GA,9/1/1986 0:00,"Maysville , GA"
5511,Oak Harbor,,OTHER,WA,9/1/1986 15:00,"Oak Harbor , WA"
5512,Virginia Beach,,,VA,9/1/1986 20:00,"Virginia Beach , VA"
5513,Calypso,RED YELLOW,SPHERE,NC,9/11/1986 22:00,"Calypso , NC"
5514,New York City,,SPHERE,NY,9/15/1986 3:00,"New York City , NY"
5515,Tyler,,OTHER,TX,9/15/1986 20:00,"Tyler , TX"
5516,Calypso,RED YELLOW,OTHER,NC,9/15/1986 22:00,"Calypso , NC"
5517,Redding,RED,CIGAR,CA,9/15/1986 22:30,"Redding , CA"
5518,Wingdale,,OTHER,NY,9/15/1986 22:30,"Wingdale , NY"
5519,New Ellington,,OTHER,SC,9/16/1986 18:00,"New Ellington , SC"
5520,Owensboro,,CYLINDER,KY,9/18/1986 16:00,"Owensboro , KY"
5521,Colts Neck,,FIREBALL,NJ,9/18/1986 20:30,"Colts Neck , NJ"
5522,Portsmouth,,,VA,9/19/1986 19:00,"Portsmouth , VA"
5523,Tucson,BLUE,,AZ,9/20/1986 23:50,"Tucson , AZ"
5524,Jasper,,TRIANGLE,GA,9/21/1986 6:30,"Jasper , GA"
5525,Fredericksburg,ORANGE,TRIANGLE,VA,9/22/1986 16:00,"Fredericksburg , VA"
5526,Klamath Falls,,CIRCLE,OR,10/1/1986 1:00,"Klamath Falls , OR"
5527,N. Ridgeville,GREEN,TRIANGLE,OH,10/1/1986 22:00,"N. Ridgeville , OH"
5528,Wheeling,,LIGHT,WV,10/1/1986 22:00,"Wheeling , WV"
5529,Bakersfield,,CIRCLE,CA,10/3/1986 21:00,"Bakersfield , CA"
5530,Cresson,ORANGE GREEN,DISK,PA,10/3/1986 21:00,"Cresson , PA"
5531,Holmes,,CHEVRON,NY,10/10/1986 20:00,"Holmes , NY"
5532,San Jose,GREEN,LIGHT,CA,10/14/1986 20:30,"San Jose , CA"
5533,Orangeburg,,CYLINDER,SC,10/15/1986 2:00,"Orangeburg , SC"
5534,Salem,,CIGAR,OR,10/15/1986 2:30,"Salem , OR"
5535,Pinson,ORANGE,CIRCLE,AL,10/15/1986 14:00,"Pinson , AL"
5536,Bellevue,ORANGE,DISK,WA,10/15/1986 18:00,"Bellevue , WA"
5537,Knoxville,,DISK,TN,10/15/1986 19:00,"Knoxville , TN"
5538,Petaluma,,DISK,CA,10/15/1986 19:00,"Petaluma , CA"
5539,Ridgecrest,,DISK,CA,10/15/1986 19:20,"Ridgecrest , CA"
5540,Fayettville,,DIAMOND,TN,10/15/1986 21:00,"Fayettville , TN"
5541,Onyx,,FIREBALL,CA,10/15/1986 22:00,"Onyx , CA"
5542,Eglin AFB,,DISK,FL,10/17/1986 17:00,"Eglin AFB , FL"
5543,Bartlesville,,OTHER,OK,10/17/1986 18:00,"Bartlesville , OK"
5544,Raleigh,,TRIANGLE,NC,10/20/1986 19:00,"Raleigh , NC"
5545,Selma,,LIGHT,NC,10/22/1986 22:00,"Selma , NC"
5546,Decatur,,TRIANGLE,IA,10/26/1986 13:30,"Decatur , IA"
5547,Decatur City,,TRIANGLE,IA,10/30/1986 13:30,"Decatur City , IA"
5548,Riverdale,,OTHER,GA,10/31/1986 3:00,"Riverdale , GA"
5549,Landaff,,TRIANGLE,NH,11/1/1986 22:50,"Landaff , NH"
5550,Martinsburg,,OVAL,WV,11/1/1986 23:45,"Martinsburg , WV"
5551,Arvada,BLUE,SPHERE,CO,11/3/1986 20:30,"Arvada , CO"
5552,Grass Valley,,DISK,CA,11/10/1986 23:55,"Grass Valley , CA"
5553,Ft. Richardson,,,AK,11/15/1986 0:00,"Ft. Richardson , AK"
5554,Girdwood,ORANGE,SPHERE,AK,11/15/1986 14:30,"Girdwood , AK"
5555,Savannah,,LIGHT,GA,11/15/1986 21:00,"Savannah , GA"
5556,Plains,GREEN,OTHER,MT,11/15/1986 23:00,"Plains , MT"
5557,North Laguna Beach,,DISK,CA,11/21/1986 18:30,"North Laguna Beach , CA"
5558,New Windsor,,TRIANGLE,MD,11/23/1986 5:45,"New Windsor , MD"
5559,Ocala,RED,RECTANGLE,FL,12/1/1986 22:00,"Ocala , FL"
5560,Pocahontas,RED,LIGHT,AR,12/12/1986 20:00,"Pocahontas , AR"
5561,Attleboro,,DISK,MA,12/15/1986 20:30,"Attleboro , MA"
5562,Ocala,,TRIANGLE,FL,12/24/1986 22:00,"Ocala , FL"
5563,Pittsburgh,,TRIANGLE,PA,12/27/1986 10:30,"Pittsburgh , PA"
5564,Kaneohe,,CIGAR,HI,12/31/1986 18:00,"Kaneohe , HI"
5565,Mt. Airy,,FORMATION,NC,12/31/1986 19:00,"Mt. Airy , NC"
5566,Mt. Airy,,TRIANGLE,NC,12/31/1986 19:00,"Mt. Airy , NC"
5567,Houston,,FORMATION,TX,12/31/1986 21:00,"Houston , TX"
5568,Castro Valley,,OVAL,CA,1/1/1987 0:00,"Castro Valley , CA"
5569,Salem,RED,SPHERE,OR,1/1/1987 0:00,"Salem , OR"
5570,El Centro,RED,SPHERE,CA,1/10/1987 17:00,"El Centro , CA"
5571,Montgomery,,CIGAR,AL,1/13/1987 0:00,"Montgomery , AL"
5572,Ojai,,,CA,1/15/1987 0:00,"Ojai , CA"
5573,Elkader,,OTHER,IA,1/15/1987 1:45,"Elkader , IA"
5574,Las Vegas,,DISK,NV,1/29/1987 22:00,"Las Vegas , NV"
5575,East Meadow,,VARIOUS,NY,1/30/1987 13:00,"East Meadow , NY"
5576,Kenai,,LIGHT,AK,1/30/1987 21:00,"Kenai , AK"
5577,Black Hawk,RED YELLOW,SPHERE,CO,1/31/1987 17:04,"Black Hawk , CO"
5578,Lucas,,OTHER,TX,2/1/1987 14:00,"Lucas , TX"
5579,Traverse City,,TRIANGLE,MI,2/3/1987 8:30,"Traverse City , MI"
5580,Laurel Springs,,RECTANGLE,NJ,2/6/1987 13:00,"Laurel Springs , NJ"
5581,Bessemer,,,AL,2/20/1987 1:30,"Bessemer , AL"
5582,Revere,,LIGHT,MA,3/1/1987 1:00,"Revere , MA"
5583,Weaverville,,TRIANGLE,NC,3/1/1987 19:00,"Weaverville , NC"
5584,Evansville,,LIGHT,IN,3/5/1987 3:00,"Evansville , IN"
5585,Ghent,,EGG,WV,3/8/1987 12:27,"Ghent , WV"
5586,Medford,,FORMATION,NY,3/10/1987 20:00,"Medford , NY"
5587,Scottsdale,,LIGHT,AZ,3/15/1987 3:00,"Scottsdale , AZ"
5588,New York City,,CHEVRON,NY,3/17/1987 21:00,"New York City , NY"
5589,Apache Junction,,VARIOUS,AZ,3/23/1987 0:55,"Apache Junction , AZ"
5590,East Helena,,TRIANGLE,MT,3/31/1987 23:00,"East Helena , MT"
5591,Stamps,,CHEVRON,AR,4/1/1987 18:00,"Stamps , AR"
5592,Malibu,,FIREBALL,CA,4/1/1987 21:30,"Malibu , CA"
5593,Lawrenceville,,OTHER,NJ,4/9/1987 19:20,"Lawrenceville , NJ"
5594,New York City,,TRIANGLE,NY,4/10/1987 13:00,"New York City , NY"
5595,Carolina Beach,,CIGAR,NC,4/11/1987 22:00,"Carolina Beach , NC"
5596,Butler,,OTHER,PA,4/14/1987 12:00,"Butler , PA"
5597,Seal Rock,,SPHERE,OR,4/15/1987 16:00,"Seal Rock , OR"
5598,Clearwater,,OTHER,FL,4/16/1987 15:30,"Clearwater , FL"
5599,American Fork,,FORMATION,UT,4/17/1987 12:00,"American Fork , UT"
5600,Carolina Beach,,CIGAR,NC,4/19/1987 22:30,"Carolina Beach , NC"
5601,Hibbing,,CIRCLE,MN,4/21/1987 22:30,"Hibbing , MN"
5602,Rockford,ORANGE,SPHERE,IL,4/22/1987 23:30,"Rockford , IL"
5603,Redmond,RED,CIGAR,WA,4/23/1987 20:30,"Redmond , WA"
5604,Seattle,ORANGE,VARIOUS,WA,4/24/1987 20:15,"Seattle , WA"
5605,Winslow,,,ME,5/1/1987 23:00,"Winslow , ME"
5606,Natick,,DISK,MA,5/5/1987 21:00,"Natick , MA"
